,Unnamed: 0,Sha,Message,html.url,Author,Date,Url
5370,5370,6fc9141f42f6a72180ecd24021c3e6b36165fe0d,"Fix assertion failure in pooling_ops_3d

PiperOrigin-RevId: 372364504
Change-Id: Iecde4fe26b47a8fa935d6e2611b5585ed5777781",https://github.com/tensorflow/tensorflow/commit/6fc9141f42f6a72180ecd24021c3e6b36165fe0d,Mihai Maruseac,5/6/2021 16:51,https://api.github.com/repos/tensorflow/tensorflow/git/commits/6fc9141f42f6a72180ecd24021c3e6b36165fe0d
5386,5386,32fdcbff9d06d010d908fcc4bd4b36eb3ce15925,"Validate arguments of `FractionalMaxPoolGrad`

PiperOrigin-RevId: 372274982
Change-Id: If46b0c442efa4eaef635ce6a476717060420122c",https://github.com/tensorflow/tensorflow/commit/32fdcbff9d06d010d908fcc4bd4b36eb3ce15925,Mihai Maruseac,5/6/2021 5:39,https://api.github.com/repos/tensorflow/tensorflow/git/commits/32fdcbff9d06d010d908fcc4bd4b36eb3ce15925
5389,5389,14607c0707040d775e06b6817325640cb4b5864c,"Fix nullptr deref in `tf.raw_ops.CTCLoss`.

PiperOrigin-RevId: 372266334
Change-Id: Ic52c3e9f13a38f54482d670907eda1688450862b",https://github.com/tensorflow/tensorflow/commit/14607c0707040d775e06b6817325640cb4b5864c,Amit Patankar,5/6/2021 4:09,https://api.github.com/repos/tensorflow/tensorflow/git/commits/14607c0707040d775e06b6817325640cb4b5864c
5399,5399,63c6a29d0f2d692b247f7bf81f8732d6442fad09,"Add missing validation, prevent heap OOB

PiperOrigin-RevId: 372246723
Change-Id: I1a454a643810e77d7d14821b342098c56a09fbbf",https://github.com/tensorflow/tensorflow/commit/63c6a29d0f2d692b247f7bf81f8732d6442fad09,Mihai Maruseac,5/6/2021 1:07,https://api.github.com/repos/tensorflow/tensorflow/git/commits/63c6a29d0f2d692b247f7bf81f8732d6442fad09
5408,5408,4504a081af71514bb1828048363e6540f797005b,"Fix OOB read issue with `tf.raw_ops.CTCLoss`.

PiperOrigin-RevId: 372242187
Change-Id: I347228ed8c04e1d2eb9d2479ae52f51d1b512c6e",https://github.com/tensorflow/tensorflow/commit/4504a081af71514bb1828048363e6540f797005b,Amit Patankar,5/6/2021 0:33,https://api.github.com/repos/tensorflow/tensorflow/git/commits/4504a081af71514bb1828048363e6540f797005b
5421,5421,a3d9f9be9ac2296615644061b40cefcee341dcc4,"Add missing validation to pooling_ops_3d

PiperOrigin-RevId: 372218727
Change-Id: I6b9ed4266aa7286c02f1f230d7bea922c1be547e",https://github.com/tensorflow/tensorflow/commit/a3d9f9be9ac2296615644061b40cefcee341dcc4,Mihai Maruseac,5/5/2021 22:20,https://api.github.com/repos/tensorflow/tensorflow/git/commits/a3d9f9be9ac2296615644061b40cefcee341dcc4
5425,5425,376c352a37ce5a68b721406dc7e77ac4b6cf483d,"Don't do any work if output tensor is null (prevent div by 0)

PiperOrigin-RevId: 372208700
Change-Id: Iea6b6293e887ade8538facfdb50fb931e17f511e",https://github.com/tensorflow/tensorflow/commit/376c352a37ce5a68b721406dc7e77ac4b6cf483d,Mihai Maruseac,5/5/2021 21:34,https://api.github.com/repos/tensorflow/tensorflow/git/commits/376c352a37ce5a68b721406dc7e77ac4b6cf483d
5439,5439,ecf768cbe50cedc0a45ce1ee223146a3d3d26d23,"Add missing validations to reverse_sequence_op

PiperOrigin-RevId: 372178683
Change-Id: Iac97ebab5b342f1262c77a7d9bcb4267b305ce5b",https://github.com/tensorflow/tensorflow/commit/ecf768cbe50cedc0a45ce1ee223146a3d3d26d23,Mihai Maruseac,5/5/2021 19:07,https://api.github.com/repos/tensorflow/tensorflow/git/commits/ecf768cbe50cedc0a45ce1ee223146a3d3d26d23
5442,5442,f7cc8755ac6683131fdfa7a8a121f9d7a9dec6fb,"Add several missing validations in SDCA

PiperOrigin-RevId: 372172877
Change-Id: Id366da962432e18dcbfac847d11e98488bebb70a",https://github.com/tensorflow/tensorflow/commit/f7cc8755ac6683131fdfa7a8a121f9d7a9dec6fb,Mihai Maruseac,5/5/2021 18:40,https://api.github.com/repos/tensorflow/tensorflow/git/commits/f7cc8755ac6683131fdfa7a8a121f9d7a9dec6fb
5454,5454,dcd7867de0fea4b72a2b34bd41eb74548dc23886,"Fix heap buffer overflow

PiperOrigin-RevId: 372132844
Change-Id: Idef9895efaf145f2b1c23d31983601ec980cd5e4",https://github.com/tensorflow/tensorflow/commit/dcd7867de0fea4b72a2b34bd41eb74548dc23886,Mihai Maruseac,5/5/2021 15:38,https://api.github.com/repos/tensorflow/tensorflow/git/commits/dcd7867de0fea4b72a2b34bd41eb74548dc23886
5455,5455,ef0c008ee84bad91ec6725ddc42091e19a30cf0e,"Fix out of bound read in requantization_range_op.cc

PiperOrigin-RevId: 372129031
Change-Id: Ie684ab98a3840c5186ead3eafffc0e0ed0e8030d",https://github.com/tensorflow/tensorflow/commit/ef0c008ee84bad91ec6725ddc42091e19a30cf0e,Laura Pak,5/5/2021 15:16,https://api.github.com/repos/tensorflow/tensorflow/git/commits/ef0c008ee84bad91ec6725ddc42091e19a30cf0e
5467,5467,7ae2af34087fb4b5c8915279efd03da3b81028bc,"Fix heap-buffer-overflow issue with `tf.raw_ops.SparseDenseCwiseMul`.

PiperOrigin-RevId: 372054410
Change-Id: Ifcce0491e2e3816838c87e73be30a1e61b65174d",https://github.com/tensorflow/tensorflow/commit/7ae2af34087fb4b5c8915279efd03da3b81028bc,Amit Patankar,5/5/2021 4:30,https://api.github.com/repos/tensorflow/tensorflow/git/commits/7ae2af34087fb4b5c8915279efd03da3b81028bc
5474,5474,5e52ef5a461570cfb68f3bdbbebfe972cb4e0fd8,"Fix breakage in parameterized_truncated_normal_op.cc

PiperOrigin-RevId: 372041718
Change-Id: Iff79e77a2bb27032423eefcb84211627b27dfe81",https://github.com/tensorflow/tensorflow/commit/5e52ef5a461570cfb68f3bdbbebfe972cb4e0fd8,Mihai Maruseac,5/5/2021 2:14,https://api.github.com/repos/tensorflow/tensorflow/git/commits/5e52ef5a461570cfb68f3bdbbebfe972cb4e0fd8
5475,5475,3f6fe4dfef6f57e768260b48166c27d148f3015f,"Add missing validations in dillation ops.

PiperOrigin-RevId: 372037158
Change-Id: I4ee304c84a02550c030288a6534000b934fc1599",https://github.com/tensorflow/tensorflow/commit/3f6fe4dfef6f57e768260b48166c27d148f3015f,Mihai Maruseac,5/5/2021 1:33,https://api.github.com/repos/tensorflow/tensorflow/git/commits/3f6fe4dfef6f57e768260b48166c27d148f3015f
5478,5478,f4c364a5d6880557f6f5b6eb5cee2c407f0186b3,"Fix multiple issues in EditDistance

PiperOrigin-RevId: 372033948
Change-Id: Ieb957c29894af05bdfeb1a0402fced808dfcfd7b",https://github.com/tensorflow/tensorflow/commit/f4c364a5d6880557f6f5b6eb5cee2c407f0186b3,Mihai Maruseac,5/5/2021 1:06,https://api.github.com/repos/tensorflow/tensorflow/git/commits/f4c364a5d6880557f6f5b6eb5cee2c407f0186b3
5479,5479,79865b542f9ffdc9caeb255631f7c56f1d4b6517,"Fix memory corruption issue with `tf.raw_ops.DrawBoundingBoxesV2`.

PiperOrigin-RevId: 372033910
Change-Id: I8a9f4efc1c8ddaacbc26ec1fbe4bfdd6791c226d",https://github.com/tensorflow/tensorflow/commit/79865b542f9ffdc9caeb255631f7c56f1d4b6517,Amit Patankar,5/5/2021 1:05,https://api.github.com/repos/tensorflow/tensorflow/git/commits/79865b542f9ffdc9caeb255631f7c56f1d4b6517
5480,5480,31bd5026304677faa8a0b77602c6154171b9aec1,"Prevent check fail in FFT

PiperOrigin-RevId: 372031044
Change-Id: I50994e3e8a5d1342d01bde80256f6bf2730ca299",https://github.com/tensorflow/tensorflow/commit/31bd5026304677faa8a0b77602c6154171b9aec1,Mihai Maruseac,5/5/2021 0:42,https://api.github.com/repos/tensorflow/tensorflow/git/commits/31bd5026304677faa8a0b77602c6154171b9aec1
5482,5482,1c56f53be0b722ca657cbc7df461ed676c8642a2,"Fix a check fail in Fast Fourier implementation

PiperOrigin-RevId: 372026629
Change-Id: Id05c3362aa575271bc3e06b16316c9037085fc11",https://github.com/tensorflow/tensorflow/commit/1c56f53be0b722ca657cbc7df461ed676c8642a2,Mihai Maruseac,5/5/2021 0:11,https://api.github.com/repos/tensorflow/tensorflow/git/commits/1c56f53be0b722ca657cbc7df461ed676c8642a2
5493,5493,77dd114513d7796e1e2b8aece214a380af26fbf4,"Fix a check fail

PiperOrigin-RevId: 372011072
Change-Id: I1062cfaed0aa16884e9a16312483794d188db76f",https://github.com/tensorflow/tensorflow/commit/77dd114513d7796e1e2b8aece214a380af26fbf4,Mihai Maruseac,5/4/2021 22:46,https://api.github.com/repos/tensorflow/tensorflow/git/commits/77dd114513d7796e1e2b8aece214a380af26fbf4
5494,5494,faa76f39014ed3b5e2c158593b1335522e573c7f,"Fix heap-buffer-overflow issue with `tf.raw_ops.SparseFillEmptyRows`.

PiperOrigin-RevId: 372009178
Change-Id: Ia1a9e9691ecaa072f32fb39a0887b2aabd399210",https://github.com/tensorflow/tensorflow/commit/faa76f39014ed3b5e2c158593b1335522e573c7f,Amit Patankar,5/4/2021 22:35,https://api.github.com/repos/tensorflow/tensorflow/git/commits/faa76f39014ed3b5e2c158593b1335522e573c7f
5501,5501,a84358aa12f0b1518e606095ab9cfddbf597c121,"Fix heap-buffer-overflow issue with `tf.raw_ops.RaggedTensorToTensor`.

PiperOrigin-RevId: 371986929
Change-Id: I79ab962a22c5867f36f7f45b780a1ac881b1dbdd",https://github.com/tensorflow/tensorflow/commit/a84358aa12f0b1518e606095ab9cfddbf597c121,Amit Patankar,5/4/2021 20:45,https://api.github.com/repos/tensorflow/tensorflow/git/commits/a84358aa12f0b1518e606095ab9cfddbf597c121
5592,5592,51300ba1cc2f487aefec6e6631fef03b0e08b298,"Fix heap buffer overflow in tf.raw_ops.UnicodeEncode.

PiperOrigin-RevId: 371717714
Change-Id: If33443b28f158e58078f1268f6b92f2728d219e0",https://github.com/tensorflow/tensorflow/commit/51300ba1cc2f487aefec6e6631fef03b0e08b298,Laura Pak,5/3/2021 16:53,https://api.github.com/repos/tensorflow/tensorflow/git/commits/51300ba1cc2f487aefec6e6631fef03b0e08b298
5598,5598,c6173f5fe66cdbab74f4f869311fe6aae2ba35f4,"TFLite: Error out when the graph has a recurion.

Recursion is currently unsupported.

PiperOrigin-RevId: 371708957
Change-Id: I8dfad0d85cbfe08e39ae8ea7bad21254ddee5003",https://github.com/tensorflow/tensorflow/commit/c6173f5fe66cdbab74f4f869311fe6aae2ba35f4,Yu-Cheng Ling,5/3/2021 16:07,https://api.github.com/repos/tensorflow/tensorflow/git/commits/c6173f5fe66cdbab74f4f869311fe6aae2ba35f4
5660,5660,c5b0d5f8ac19888e46ca14b0e27562e7fbbee9a9,"Fix the CHECK failure in tf.raw_ops.QuantizeAndDequantizeV2.

PiperOrigin-RevId: 371361603
Change-Id: Ia70e34d41adaadddf928e95e5e5c5c97d5bc60d0",https://github.com/tensorflow/tensorflow/commit/c5b0d5f8ac19888e46ca14b0e27562e7fbbee9a9,Amit Patankar,4/30/2021 17:39,https://api.github.com/repos/tensorflow/tensorflow/git/commits/c5b0d5f8ac19888e46ca14b0e27562e7fbbee9a9
5675,5675,698e01511f62a3c185754db78ebce0eee1f0184d,"Fix `tf.io.decode_raw` bugs and update documentation.

Fixes cases where specifying `fixed_length` resulted in data loss and even segfault and corruption of the Python interpreter. The fix is subtle but needed due to pointer arithmetic rules.

Makes sure that `fixed_length` does not change the output when present but not needed.

Eliminates needless copy and cast in the main codepath.

PiperOrigin-RevId: 371322725
Change-Id: I514ef67a2961c86422f69d05122d31615e87896c",https://github.com/tensorflow/tensorflow/commit/698e01511f62a3c185754db78ebce0eee1f0184d,Mihai Maruseac,4/30/2021 13:36,https://api.github.com/repos/tensorflow/tensorflow/git/commits/698e01511f62a3c185754db78ebce0eee1f0184d
5698,5698,7c8cc4ec69cd348e44ad6a2699057ca88faad3e5,"Fix a dangerous integer overflow and a malloc of negative size.

PiperOrigin-RevId: 371254154
Change-Id: I250a98a3df26328770167025670235a963a72da0",https://github.com/tensorflow/tensorflow/commit/7c8cc4ec69cd348e44ad6a2699057ca88faad3e5,Mihai Maruseac,4/30/2021 2:43,https://api.github.com/repos/tensorflow/tensorflow/git/commits/7c8cc4ec69cd348e44ad6a2699057ca88faad3e5
5705,5705,8ba6fa29cd8bf9cef9b718dc31c78c73081f5b31,"Fix heap-buffer-overflow issue with `tf.raw_ops.SparseSplit`.

PiperOrigin-RevId: 371242872
Change-Id: I482bb3d12602c7c3cc9446f97fb9f584bb98e9a4",https://github.com/tensorflow/tensorflow/commit/8ba6fa29cd8bf9cef9b718dc31c78c73081f5b31,Amit Patankar,4/30/2021 0:58,https://api.github.com/repos/tensorflow/tensorflow/git/commits/8ba6fa29cd8bf9cef9b718dc31c78c73081f5b31
5710,5710,1d04d7d93f4ed3854abf75d6b712d72c3f70d6b6,"Fix heap-buffer-overflow issue with `tf.raw_ops.SparseReshape`.

PiperOrigin-RevId: 371218558
Change-Id: I6a6dc5bf15b50a1d05bdd95e9ba347cb39f40f45",https://github.com/tensorflow/tensorflow/commit/1d04d7d93f4ed3854abf75d6b712d72c3f70d6b6,Amit Patankar,4/29/2021 22:30,https://api.github.com/repos/tensorflow/tensorflow/git/commits/1d04d7d93f4ed3854abf75d6b712d72c3f70d6b6
5725,5725,4071d8e2f6c45c1955a811fee757ca2adbe462c1,"Fix FPE issue with `tf.raw_ops.Reverse`.

PiperOrigin-RevId: 371176973
Change-Id: Ic6d483bfc95313ec2299c2d1c956cfe96c96626c",https://github.com/tensorflow/tensorflow/commit/4071d8e2f6c45c1955a811fee757ca2adbe462c1,Amit Patankar,4/29/2021 19:24,https://api.github.com/repos/tensorflow/tensorflow/git/commits/4071d8e2f6c45c1955a811fee757ca2adbe462c1
5741,5741,548b5eaf23685d86f722233d8fbc21d0a4aecb96,"Fix divide by zero error in `fractional_pool_common.cc`.

PiperOrigin-RevId: 371126221
Change-Id: Iea4b2f363aaeb116ab460e3bc592c687484af344",https://github.com/tensorflow/tensorflow/commit/548b5eaf23685d86f722233d8fbc21d0a4aecb96,Laura Pak,4/29/2021 15:38,https://api.github.com/repos/tensorflow/tensorflow/git/commits/548b5eaf23685d86f722233d8fbc21d0a4aecb96
5757,5757,ae2daeb45abfe2c6dda539cf8d0d6f653d3ef412,"Prevent array OOB read/write

PiperOrigin-RevId: 371026165
Change-Id: I26ac6372c87246e03c7eb8c94e84c84d86054b36",https://github.com/tensorflow/tensorflow/commit/ae2daeb45abfe2c6dda539cf8d0d6f653d3ef412,Mihai Maruseac,4/29/2021 1:12,https://api.github.com/repos/tensorflow/tensorflow/git/commits/ae2daeb45abfe2c6dda539cf8d0d6f653d3ef412
5758,5758,c59c37e7b2d563967da813fa50fe20b21f4da683,"Prevent array write out-of-bounds.

If user passes an invalid axis, then we copy one too many dimensions to the output in the loop below these checks. Even if we didn't do that, there will be further issues with an invalid axis, so we check for that right now.

PiperOrigin-RevId: 371023299
Change-Id: I9eca37ffc2b29e8e48710f500701270ef0790224",https://github.com/tensorflow/tensorflow/commit/c59c37e7b2d563967da813fa50fe20b21f4da683,Mihai Maruseac,4/29/2021 0:50,https://api.github.com/repos/tensorflow/tensorflow/git/commits/c59c37e7b2d563967da813fa50fe20b21f4da683
5760,5760,4253f96a58486ffe84b61c0415bb234a4632ee73,"Fix integer overflow in TFLite concat

PiperOrigin-RevId: 371013841
Change-Id: I6a4782ce7ca753e23ff31e7fb6aeb7f9d412cd29",https://github.com/tensorflow/tensorflow/commit/4253f96a58486ffe84b61c0415bb234a4632ee73,Mihai Maruseac,4/28/2021 23:50,https://api.github.com/repos/tensorflow/tensorflow/git/commits/4253f96a58486ffe84b61c0415bb234a4632ee73
5763,5763,5117e0851348065ed59c991562c0ec80d9193db2,"Prevent a division by 0

PiperOrigin-RevId: 371007407
Change-Id: Iecf2718de48d6bf5a69b02a9df9deda8ec1b19d3",https://github.com/tensorflow/tensorflow/commit/5117e0851348065ed59c991562c0ec80d9193db2,Mihai Maruseac,4/28/2021 23:16,https://api.github.com/repos/tensorflow/tensorflow/git/commits/5117e0851348065ed59c991562c0ec80d9193db2
5765,5765,ba6822bd7b7324ba201a28b2f278c29a98edbef2,"Fix OOB issue with `tf.raw_ops.SparseSparseMinimum`.

PiperOrigin-RevId: 371005787
Change-Id: Ib686ccc077836e8b980b8b5a03936d36a8ecaf71",https://github.com/tensorflow/tensorflow/commit/ba6822bd7b7324ba201a28b2f278c29a98edbef2,Amit Patankar,4/28/2021 23:06,https://api.github.com/repos/tensorflow/tensorflow/git/commits/ba6822bd7b7324ba201a28b2f278c29a98edbef2
5768,5768,cbda3c6b2dbbd3fbdc482ff8c0170a78ec2e97d0,"Prevent divisions by 0

PiperOrigin-RevId: 371003153
Change-Id: Idef56c95b9fcaeb97f87e18c7a674dbeb5173204",https://github.com/tensorflow/tensorflow/commit/cbda3c6b2dbbd3fbdc482ff8c0170a78ec2e97d0,Mihai Maruseac,4/28/2021 22:53,https://api.github.com/repos/tensorflow/tensorflow/git/commits/cbda3c6b2dbbd3fbdc482ff8c0170a78ec2e97d0
5771,5771,b22786e7e9b7bdb6a56936ff29cc7e9968d7bc1d,"Prevent division by 0

PiperOrigin-RevId: 370998952
Change-Id: I6b1d49079624ee1447d2d9b53a8976fb356cc8f5",https://github.com/tensorflow/tensorflow/commit/b22786e7e9b7bdb6a56936ff29cc7e9968d7bc1d,Mihai Maruseac,4/28/2021 22:31,https://api.github.com/repos/tensorflow/tensorflow/git/commits/b22786e7e9b7bdb6a56936ff29cc7e9968d7bc1d
5773,5773,6841e522a3e7d48706a02e8819836e809f738682,"Prevent division by 0

PiperOrigin-RevId: 370995582
Change-Id: I670ffaf52d1ff8823ec31ea5f438f9125b402223",https://github.com/tensorflow/tensorflow/commit/6841e522a3e7d48706a02e8819836e809f738682,Mihai Maruseac,4/28/2021 22:13,https://api.github.com/repos/tensorflow/tensorflow/git/commits/6841e522a3e7d48706a02e8819836e809f738682
5774,5774,7f283ff806b2031f407db64c4d3edcda8fb9f9f5,"Fix FPE issue in external Eigen source code issue with `tf.raw_ops.SparseMatMul`.

PiperOrigin-RevId: 370992919
Change-Id: Icfb276fef5fb40928b27c3e44608d2aca72c9fd7",https://github.com/tensorflow/tensorflow/commit/7f283ff806b2031f407db64c4d3edcda8fb9f9f5,Amit Patankar,4/28/2021 22:00,https://api.github.com/repos/tensorflow/tensorflow/git/commits/7f283ff806b2031f407db64c4d3edcda8fb9f9f5
5778,5778,6d36ba65577006affb272335b7c1abd829010708,"Prevent division by 0

PiperOrigin-RevId: 370984990
Change-Id: Ib324955bbeb1cbd97c82fd5d61a00a2697c9a2de",https://github.com/tensorflow/tensorflow/commit/6d36ba65577006affb272335b7c1abd829010708,Mihai Maruseac,4/28/2021 21:22,https://api.github.com/repos/tensorflow/tensorflow/git/commits/6d36ba65577006affb272335b7c1abd829010708
5784,5784,2c74674348a4708ced58ad6eb1b23354df8ee044,"Prevent division by 0

PiperOrigin-RevId: 370979352
Change-Id: Ic79191c316d986fc6072ecaebfec9d5f2b924d00",https://github.com/tensorflow/tensorflow/commit/2c74674348a4708ced58ad6eb1b23354df8ee044,Mihai Maruseac,4/28/2021 20:57,https://api.github.com/repos/tensorflow/tensorflow/git/commits/2c74674348a4708ced58ad6eb1b23354df8ee044
5790,5790,3ebedd7e345453d68e279cfc3e4072648e5e12e5,"Prevent division by 0 in OneHot implementation

If input indices is degenerate, the implementation would do a divide by zero. See https://github.com/tensorflow/tensorflow/blob/745d57df6d5e9bc568666a2a48ed8dd629c27241/tensorflow/lite/kernels/one_hot.cc#L68-L72

PiperOrigin-RevId: 370966870
Change-Id: Ie018337811c8016b5a1d3a277d00d5f2e19a2058",https://github.com/tensorflow/tensorflow/commit/3ebedd7e345453d68e279cfc3e4072648e5e12e5,Mihai Maruseac,4/28/2021 19:58,https://api.github.com/repos/tensorflow/tensorflow/git/commits/3ebedd7e345453d68e279cfc3e4072648e5e12e5
5791,5791,f61c57bd425878be108ec787f4d96390579fb83e,"Prevent division by 0

PiperOrigin-RevId: 370966645
Change-Id: I831bfd96c7eb77b02d7ebb744335f59f6e5728cb",https://github.com/tensorflow/tensorflow/commit/f61c57bd425878be108ec787f4d96390579fb83e,Mihai Maruseac,4/28/2021 19:57,https://api.github.com/repos/tensorflow/tensorflow/git/commits/f61c57bd425878be108ec787f4d96390579fb83e
5793,5793,ff489d95a9006be080ad14feb378f2b4dac35552,"Prevent division by 0.

PiperOrigin-RevId: 370962554
Change-Id: I0b9b62f4d8e1046dd88f9433f8dfeaf61a901680",https://github.com/tensorflow/tensorflow/commit/ff489d95a9006be080ad14feb378f2b4dac35552,Mihai Maruseac,4/28/2021 19:37,https://api.github.com/repos/tensorflow/tensorflow/git/commits/ff489d95a9006be080ad14feb378f2b4dac35552
5802,5802,1a2a87229d1d61e23a39373777c056161eb4084d,"Fix FPE issue with `tf.raw_ops.FusedBatchNorm`.

PiperOrigin-RevId: 370948185
Change-Id: If0c8e0320062ed6363e94ff5fe38e6a301f69ac2",https://github.com/tensorflow/tensorflow/commit/1a2a87229d1d61e23a39373777c056161eb4084d,Amit Patankar,4/28/2021 18:30,https://api.github.com/repos/tensorflow/tensorflow/git/commits/1a2a87229d1d61e23a39373777c056161eb4084d
5804,5804,da5ff2daf618591f64b2b62d9d9803951b945e9f,"Fix FPE issue with `tf.raw_ops.DenseCountSparseOutput`.

PiperOrigin-RevId: 370946862
Change-Id: I3752584ad04aaecb327ff6793a9640ac56acfe7a",https://github.com/tensorflow/tensorflow/commit/da5ff2daf618591f64b2b62d9d9803951b945e9f,Amit Patankar,4/28/2021 18:24,https://api.github.com/repos/tensorflow/tensorflow/git/commits/da5ff2daf618591f64b2b62d9d9803951b945e9f
5838,5838,f8378920345f4f4604202d4ab15ef64b2aceaa16,"Prevent a null pointer dereference in TFLite.

PiperOrigin-RevId: 370800353
Change-Id: Ic9c9712ce5c6e384c954dcd640a5bd9ff05c9a05",https://github.com/tensorflow/tensorflow/commit/f8378920345f4f4604202d4ab15ef64b2aceaa16,Mihai Maruseac,4/28/2021 0:47,https://api.github.com/repos/tensorflow/tensorflow/git/commits/f8378920345f4f4604202d4ab15ef64b2aceaa16
5839,5839,9c1dc920d8ffb4893d6c9d27d1f039607b326743,"Prevent infinite loop/stack overflow in TFLite `while` op.

PiperOrigin-RevId: 370800333
Change-Id: I6a2e4ff849da339545c449db2af7e11ce6ff02c3",https://github.com/tensorflow/tensorflow/commit/9c1dc920d8ffb4893d6c9d27d1f039607b326743,Mihai Maruseac,4/28/2021 0:47,https://api.github.com/repos/tensorflow/tensorflow/git/commits/9c1dc920d8ffb4893d6c9d27d1f039607b326743
